room_type,month,neighbourhood,count,monthly_average
Entire Home,"February, 2021",Briar Hill-Belgravia,16,
Entire Home,"February, 2021",Bridle Path-Sunnybrook-York Mills,8,201.3403226
Entire Home,"February, 2021",Broadview North,30,
Entire Home,"February, 2021",Brookhaven-Amesbury,7,
Entire Home,"February, 2021",Cabbagetown-South St.James Town,86,
Entire Home,"February, 2021",Caledonia-Fairbank,16,
Entire Home,"February, 2021",Casa Loma,47,
Entire Home,"February, 2021",Centennial Scarborough,8,142.9472296
Entire Home,"February, 2021",Church-Yonge Corridor,379,
Entire Home,"February, 2021",Clairlea-Birchmount,30,132.6016949
Entire Home,"February, 2021",Clanton Park,32,207.6554935
Entire Home,"February, 2021",Cliffcrest,20,207.6554935
Entire Home,"February, 2021",Corso Italia-Davenport,42,142.9472296
Entire Home,"February, 2021",Danforth,46,
Entire Home,"February, 2021",Danforth East York,40,207.6554935
Entire Home,"February, 2021",Don Valley Village,31,169.826484
Entire Home,"February, 2021",Dorset Park,13,132.1752577
Entire Home,"February, 2021",Dovercourt-Wallace Emerson-Junction,232,201.3403226
Entire Home,"February, 2021",Downsview-Roding-CFB,18,116.195122
Entire Home,"February, 2021",Dufferin Grove,118,147.8
Entire Home,"February, 2021",East End-Danforth,71,207.6554935
Entire Home,"February, 2021",Edenbridge-Humber Valley,8,201.3403226
Entire Home,"February, 2021",Eglinton East,14,
Entire Home,"February, 2021",Elms-Old Rexdale,4,182.4513274
Entire Home,"February, 2021",Englemount-Lawrence,24,201.3403226
Entire Home,"February, 2021",Eringate-Centennial-West Deane,25,142.9472296
Entire Home,"February, 2021",Etobicoke West Mall,15,123.1176471
Entire Home,"February, 2021",Flemingdon Park,8,161.9259259
Entire Home,"February, 2021",Forest Hill North,11,142.9472296
Entire Home,"February, 2021",Forest Hill South,18,116.195122
Entire Home,"February, 2021",Glenfield-Jane Heights,3,136.125
Entire Home,"February, 2021",Greenwood-Coxwell,78,
Entire Home,"February, 2021",Guildwood,3,169.2620087
Entire Home,"February, 2021",Henry Farm,20,207.6554935
Entire Home,"February, 2021",High Park North,97,
Entire Home,"February, 2021",High Park-Swansea,113,
Entire Home,"February, 2021",Highland Creek,13,137.8928571
Entire Home,"February, 2021",Hillcrest Village,13,207.6554935
Entire Home,"February, 2021",Humber Heights-Westmount,12,201.3802469
Entire Home,"February, 2021",Humber Summit,4,71.25
Entire Home,"February, 2021",Humbermede,4,
Entire Home,"February, 2021",Humewood-Cedarvale,54,
Entire Home,"February, 2021",Ionview,11,
Entire Home,"February, 2021",Islington-City Centre West,70,
Entire Home,"February, 2021",Junction Area,72,207.6554935
Entire Home,"February, 2021",Keelesdale-Eglinton West,18,238.4210526
Entire Home,"February, 2021",Kennedy Park,19,
Entire Home,"February, 2021",Kensington-Chinatown,203,
Entire Home,"February, 2021",Kingsview Village-The Westway,11,
Entire Home,"February, 2021",Kingsway South,7,137.8928571
Entire Home,"February, 2021",L'Amoreaux,13,
Entire Home,"February, 2021",Lambton Baby Point,14,201.3403226
Entire Home,"February, 2021",Lansing-Westgate,54,
